experimental_perturbation	cas	verdict	term_id	chebi_name	reason_code	inchikey	identity_evidence	first_seen_batch	last_updated_batch
Exo1	461681-88-9	verified	CHEBI:93386	2-[[(4-fluorophenyl)-oxomethyl]amino]benzoic acid methyl ester		KIAPWMKFHIKQOZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Fananserin	127625-29-0	verified	CHEBI:92159	LSM-2183		VGIGHGMPMUCLIQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Fasudil hydrochloride	105628-07-7	verified	CHEBI:31593	fasudil hydrochloride		LFVPBERIVUNMGV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Felbamate	25451-15-4	verified	CHEBI:4995	felbamate		WKGXYQFOCVYPAC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Fenretinide	65646-68-6	verified	CHEBI:42588	4-hydroxyphenyl retinamide		AKJHMTWEGVYYSE-FXILSDISSA-N	name and CAS resolved independently to the same structure	1	2
FERb 033	1111084-78-6	unverified			in_pubchem_not_in_chebi	LRRMQNGSYOUANY-OMCISZLKSA-N	name and CAS resolved independently to the same structure	1	2
Fexaramine	574013-66-4	verified	CHEBI:80003	Fexaramine		VLQTUNDJHLEFEQ-KGENOOAVSA-N	name and CAS resolved independently to the same structure	1	2
Fexofenadine hydrochloride	153439-40-8	verified	CHEBI:5051	Fexofenadine hydrochloride		RRJFVPUCXDGFJB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
FG 7142	78538-74-6	verified	CHEBI:93081	N-methyl-9H-pyrido[3,4-b]indole-3-carboxamide		QMCOPDWHWYSJSA-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
FGIN-1-27	142720-24-9	verified	CHEBI:92171	2-[2-(4-fluorophenyl)-1H-indol-3-yl]-N,N-dihexylacetamide		VUWXAQFLTSBUDB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
FGIN-1-43	145040-29-5	verified	CHEBI:93159	2-[5-chloro-2-(4-chlorophenyl)-1H-indol-3-yl]-N,N-dihexylacetamide		XTZUPNNVXIMWAR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
FIT	85951-63-9	verified	CHEBI:92323	N-[1-[2-(4-isothiocyanatophenyl)ethyl]-4-piperidinyl]-N-phenylpropanamide		VDKBIFPJULZUPU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
FK 888	138449-07-7	verified	CHEBI:93463	(2S,4R)-4-hydroxy-1-[(1-methyl-3-indolyl)-oxomethyl]-N-[(2S)-1-[methyl-(phenylmethyl)amino]-3-(2-naphthalenyl)-1-oxopropan-2-yl]-2-pyrrolidinecarboxamide		BFNKQTIJVFGCKQ-PDJGWCFMSA-N	name and CAS resolved independently to the same structure	1	2
Flavopiridol	131740-09-5	verified	CHEBI:90998	alvocidib hydrochloride		LGMSNQNWOCSPIK-LWHGMNCYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
Flecainide acetate	54143-56-5	verified	CHEBI:5091	flecainide acetate		RKXNZRPQSOPPRN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Fludarabine	21679-14-1	verified	CHEBI:94701	(2R,3S,4S,5R)-2-(6-amino-2-fluoro-9-purinyl)-5-(hydroxymethyl)oxolane-3,4-diol		HBUBKKRHXORPQB-FJFJXFQQSA-N	name and CAS resolved independently to the same structure	1	1
Fludarabine (F-ara-A; NSC 118218)	21679-14-1	verified	CHEBI:94701	(2R,3S,4S,5R)-2-(6-amino-2-fluoro-9-purinyl)-5-(hydroxymethyl)oxolane-3,4-diol		HBUBKKRHXORPQB-FJFJXFQQSA-N	name and CAS resolved independently to the same structure	1	2
Flumazenil	78755-81-4	verified	CHEBI:5103	flumazenil		OFBIFZUFASYYRE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Flunarizine dihydrochloride	30484-77-6	verified	CHEBI:31621	Flunarizine hydrochloride		RXKMOPXNWTYEHI-RDRKJGRWSA-N	name and CAS resolved independently to the same structure	1	2
Flurbiprofen	5104-49-4	verified	CHEBI:5130	flurbiprofen		SYTBZMRGLBWNTM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Fluticasone propionate	80474-14-2	verified	CHEBI:31441	fluticasone propionate		WMWTYOKRWGGJOA-CENSZEJFSA-N	name and CAS resolved independently to the same structure	1	2
Formoterol hemifumarate	43229-80-7	unverified			cas_and_name_are_different_stereoisomers		stereoisomer_disagreement	1	2
Forskolin	66575-29-9	verified	CHEBI:42471	forskolin		OHCQJHSOBUTRHG-KGGHGJDLSA-N	name and CAS resolved independently to the same structure	1	2
FPA 124	902779-59-3	unverified			in_pubchem_not_in_chebi	HZRXQEVFXXQYFS-KHDHKOIVSA-L	name and CAS resolved independently to the same structure	1	2
FPL 55712	40785-97-5	verified	CHEBI:91977	7-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)-2-hydroxypropoxy]-4-oxo-8-propyl-1-benzopyran-2-carboxylic acid		LMQBMWHHGVZWMR-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
FPL 64176	120934-96-5	verified	CHEBI:249982	FPL 64176		MDMWHKZANMNXTF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
FR 122047 hydrochloride	130717-51-0	unverified			in_pubchem_not_in_chebi	YWMAVHIKOAOSFM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
FR 180204	865362-74-9	verified	CHEBI:91383	5-(2-phenyl-3-pyrazolo[1,5-a]pyridinyl)-2H-pyrazolo[3,4-c]pyridazin-3-amine		XVECMUKVOMUNLE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
G-1	881639-98-1	verified	CHEBI:156296	G-1		VHSVKVWHYFBIFJ-HKZYLEAXSA-N	name and CAS resolved independently to the same structure	1	2
G-15	1161002-05-6	unverified			chebi_has_only_a_different_form	LBBDCJLRQXMUAE-FWHYVADDSA-N	the experimental team supplied the structure as SMILES	1	2
Gabapentin	60142-96-3	verified	CHEBI:42797	gabapentin		UGJMXCAKCUNAIE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Gabexate mesylate	56974-61-9	verified	CHEBI:31641	gabexate methanesulfonate		DNTNDFLIKUKKOC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ganaxolone	38398-32-2	verified	CHEBI:177658	Ganaxolone		PGTVWKLGGCQMBR-FLBATMFCSA-N	name and CAS resolved independently to the same structure	1	2
GBLD 345	122479-08-7	unverified			in_pubchem_not_in_chebi	HQRHGSRWOHGIRI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GBR 12909 dihydrochloride	67469-78-7	verified	CHEBI:64086	vanoxerine dihydrochloride		MIBSKSYCRFWIRU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Gedunin	2753-30-2	verified	CHEBI:65954	gedunin		YJXDGWUNRYLINJ-BHAPSIHVSA-N	name and CAS resolved independently to the same structure	1	2
Gemcitabine	95058-81-4	verified	CHEBI:175901	gemcitabine		SDUQYLNIPVEERB-QPPQHZFASA-N	name and CAS resolved independently to the same structure	2	2
Gemcitabine hydrochloride	122111-03-9	verified	CHEBI:31647	gemcitabine hydrochloride		OKKDEIYWILRZIA-OSZBKLCCSA-N	name and CAS resolved independently to the same structure	1	2
Genistein	446-72-0	verified	CHEBI:28088	genistein		TZBJGXHYKVUXJN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GENTIAN VIOLET	548-62-9	verified	CHEBI:41688	crystal violet		ZXJXZNDDNMQXFV-UHFFFAOYSA-M	name and CAS resolved independently to the same structure	2	2
GF 109203X	133052-90-1	verified	CHEBI:229916	bim-1		QMGUOJYZJKLOLH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ginkgolide B	15291-77-7	unverified			chebi_entry_same_name_different_structure	SQOJOAFXDQDRGF-ZMVGXLHTSA-N	name and CAS resolved independently to the same structure	1	2
Glibenclamide	10238-21-8	verified	CHEBI:5441	glyburide		ZNNLBTZKUZBEKO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Glimepiride	93479-97-1	verified	CHEBI:92609	4-ethyl-3-methyl-N-[2-[4-[[[(4-methylcyclohexyl)amino]-oxomethyl]sulfamoyl]phenyl]ethyl]-5-oxo-2H-pyrrole-1-carboxamide		WIGIZIANZCJQQY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Glycine	56-40-6	verified	CHEBI:15428	glycine		DHMQDGOQFOQNFH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GP 1a	511532-96-0	verified	CHEBI:93145	1-(2,4-dichlorophenyl)-6-methyl-N-(1-piperidinyl)-4H-indeno[1,2-c]pyrazole-3-carboxamide		FNOMTMVRTBHRET-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GP 2a	919077-81-9	verified	CHEBI:92606	N-cyclohexyl-1-(2,4-dichlorophenyl)-6-methyl-4H-indeno[1,2-c]pyrazole-3-carboxamide		SPEFJYZGXZENAF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GR 103691	162408-66-4	verified	CHEBI:92882	4-(4-acetylphenyl)-N-[4-[4-(2-methoxyphenyl)-1-piperazinyl]butyl]benzamide		JARNORYOPMINDY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GR 135531	190277-13-5	verified	CHEBI:93457	N-[3-(2-acetamidoethyl)-1H-indol-5-yl]carbamic acid methyl ester		MPZVHKLZCUEJFO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GR 144053 trihydrochloride	1215333-48-4	unverified			in_pubchem_not_in_chebi	YKRNPHOBDOUQTG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GR 159897	158848-32-9	verified	CHEBI:92912	5-fluoro-3-[2-[4-methoxy-4-[[(R)-phenylsulfinyl]methyl]-1-piperidinyl]ethyl]-1H-indole		BANYJBHWTOJQDU-GDLZYMKVSA-N	name and CAS agree; PubChem stereo-duplicate, anchored on the defined side	1	2
GR 79236	124555-18-6	verified	CHEBI:92714	(2R,3R,4S,5R)-2-[6-[[(1S,2S)-2-hydroxycyclopentyl]amino]-9-purinyl]-5-(hydroxymethyl)oxolane-3,4-diol		GYWXTRVEUURNEW-TVDBPQCTSA-N	name and CAS resolved independently to the same structure	1	2
GS 39783	39069-52-8	verified	CHEBI:93326	N4,N6-dicyclopentyl-2-(methylthio)-5-nitropyrimidine-4,6-diamine		GSGVDKOCBKBMGG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GSK 0660 GSK 0660	1014691-61-2	verified	CHEBI:94813	3-[(4-anilino-2-methoxyphenyl)sulfamoyl]-2-thiophenecarboxylic acid methyl ester		NDFKBGWLUHKMFY-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GSK 650394	890842-28-1	verified	CHEBI:95066	2-cyclopentyl-4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid		WVSBGSNVCDAMCF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GTP 14564	34823-86-4	verified	CHEBI:92300	3-phenyl-1H-benzofuro[3,2-c]pyrazole		DZQLVVLATXPWBK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Guanabenz acetate	23256-50-0	verified	CHEBI:5554	Guanabenz acetate		MCSPBPXATWBACD-GAYQJXMFSA-N	name and CAS resolved independently to the same structure	1	2
Guanfacine hydrochloride	29110-48-3	verified	CHEBI:5559	Guanfacine hydrochloride		DGFYECXYGUIODH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Guggulsterone	95975-55-6	verified	CHEBI:229515	(Z)-Guggulsterone		WDXRGPWQVHZTQJ-OSJVMJFVSA-N	name and CAS resolved independently to the same structure	1	2
Guvacine hydrochloride	6027-91-4	unverified			in_pubchem_not_in_chebi	FGNUNVVTHHKDAM-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 0742	317318-84-6	verified	CHEBI:79991	GW 0742		HWVNEWGKWRGSRK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 1929	1217466-21-1	unverified			chebi_has_only_a_different_form	KXNKIKXTGRMLEY-YCBFMBTMSA-N	the experimental team confirmed the CAS / catalogue product	1	2
GW 3965 hydrochloride	405911-17-3	verified	CHEBI:232793	GW3965 hydrochloride		NMPUWJFHNOUNQU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 405833	180002-83-9	verified	CHEBI:92184	GW405833		FSFZRNZSZYDVLI-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 4064	278779-30-9	verified	CHEBI:79997	GW 4064		BYTNEISLBIENSA-MDZDMXLPSA-N	name and CAS resolved independently to the same structure	1	2
GW 441756	504433-23-2	unverified			chebi_has_only_a_different_form	NXNQLECPAXXYTR-LCYFTJDESA-N	the experimental team confirmed the CAS / catalogue product	1	2
GW 5074	220904-83-6	verified	CHEBI:231667	GW5074		LMXYVLFTZRPNRV-KMKOMSMNSA-N	name and CAS resolved independently to the same structure	1	2
GW 583340 dihydrochloride	1173023-85-2	unverified			in_pubchem_not_in_chebi	WIMITXDBYLKRKB-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 6471	880635-03-0	unverified			chebi_entry_same_name_different_structure	TYEFSRMOUXWTDN-DYQICHDWSA-N	name and CAS resolved independently to the same structure	1	2
GW 7647	265129-71-3	verified	CHEBI:70778	GW 7647		PKNYXWMTHFMHKD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 843682X	660868-91-7	verified	CHEBI:91334	GW843682X		JSKUWFIZUALZLX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 9508	885101-89-3	verified	CHEBI:93259	3-[4-[(3-phenoxyphenyl)methylamino]phenyl]propanoic acid		DGENZVKCTGIDRZ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
GW 9662	22978-25-2	verified	CHEBI:79993	GW 9662		DNTSIBUQMRRYIU-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
H 89 dihydrochloride	130964-39-5	unverified			chebi_has_only_a_different_form	GELOGQJVGPIKAM-WTVBWJGASA-N	name and CAS resolved independently to the same structure	1	2
HA 1100 hydrochloride	155558-32-0	unverified			in_pubchem_not_in_chebi	XWWFOUVDVJGNNG-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
HA14-1	65673-63-4	verified	CHEBI:94328	2-amino-6-bromo-4-(1-cyano-2-ethoxy-2-oxoethyl)-4H-1-benzopyran-3-carboxylic acid ethyl ester		SXJDCULZDFWMJC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Halicin (SU3327)	2157-24-6	unverified			cas_and_name_are_different_compounds		compound_disagreement	2	2
Halicin_SU3327	2157-24-6	verified	CHEBI:146227	halicin		NQQBNZBOOHHVQP-UHFFFAOYSA-N	the experimental team confirmed the compound name	1	1
Halofuginone	55837-20-2	unverified			chebi_entry_exists_but_has_no_structure	LVASCWIMLIKXLA-CABCVRRESA-N	name and CAS resolved independently to the same structure	1	2
Haloperidol hydrochloride	1511-16-6	unverified			in_pubchem_not_in_chebi	JMRYYMBDXNZQMH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Haloprogin	2302-17-2	verified	CHEBI:5614	Haloprogin		CTETYYAZBPJBHE-UHFFFAOYSA-N	the experimental team confirmed the compound name	1	2
Harmane	486-84-0	verified	CHEBI:5623	harman		PSFDQSOCUJVVGF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
HEMADO	403842-38-6	unverified			in_pubchem_not_in_chebi	KOCIMZNSNPOGOP-IWCJZZDYSA-N	name and CAS resolved independently to the same structure	1	2
Histamine dihydrochloride	56-92-8	verified	CHEBI:749857	histamine dihydrochloride		PPZMYIBUHIPZOS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Homoharringtonine	26833-87-4	verified	CHEBI:71019	omacetaxine mepesuccinate		HYFHYPWGAURHIV-JFIAXGOJSA-N	name and CAS resolved independently to the same structure	2	2
Homoharringtonine (Omacetaxine)	26833-87-4	verified	CHEBI:71019	omacetaxine mepesuccinate		HYFHYPWGAURHIV-JFIAXGOJSA-N	name and CAS resolved independently to the same structure	2	2
Homoquinolinic acid	490-75-5	unverified			in_pubchem_not_in_chebi	HQPMJFFEXJELOQ-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
HTMT dimaleate	195867-54-0	unverified			in_pubchem_not_in_chebi	ODAOZWTYNWZSBY-SPIKMXEPSA-N	name and CAS resolved independently to the same structure	1	2
Hypotaurine	300-84-5	verified	CHEBI:16668	hypotaurine		VVIUBCNYACGLLV-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
IB-MECA	152918-18-8	verified	CHEBI:73286	3-iodobenzyl-5'-N-methylcarboxamidoadenosine		HUJXGQILHAUCCV-MOROJQBDSA-N	name and CAS resolved independently to the same structure	1	2
IBC 293	306935-41-1	verified	CHEBI:92275	1-propan-2-yl-5-benzotriazolecarboxylic acid		RUTVRAJKELSHCC-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ibotenic acid	2552-55-8	verified	CHEBI:5854	Ibotenic acid		IRJCBFDCFXCWGO-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ibudilast	50847-11-5	verified	CHEBI:31684	Ibudilast		ZJVFLBOZORBYFE-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ICI 182,780	129453-61-8	verified	CHEBI:31638	fulvestrant		VWUXBMIQPBEWFH-WCCTWKNTSA-N	name and CAS resolved independently to the same structure	1	2
ICI 192,605	117621-64-4	unverified			in_pubchem_not_in_chebi	WHUIENZXNGAHQI-YGPRPMEGSA-N	name and CAS resolved independently to the same structure	1	2
ICI 63197	27277-00-5	verified	CHEBI:92909	2-amino-6-methyl-4-propyl-[1,2,4]triazolo[1,5-a]pyrimidin-5-one		UQDVRVNMIJAGRK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ICI-118,551 hydrochloride	72795-01-8	unverified			in_pubchem_not_in_chebi	VFIDUCMKNJIJTO-XJKSGUPXSA-N	the experimental team supplied the structure as SMILES	1	2
ICI-162,846	84545-30-2	verified	CHEBI:93167	5-[3-[[amino(2,2,2-trifluoroethylimino)methyl]amino]-1-pyrazolyl]pentanamide		ALCSGJCIESECFD-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
ICI-185,282	106393-80-0	verified	CHEBI:168382	7-[2-Trifluoromethyl-4-(2-hydroxyphenyl)-1,3-dioxan-cis-5-yl]-hept-5z-enoic acid		ZWAVGFSZMACJHA-PMNBYGLBSA-N	name and CAS resolved independently to the same structure	1	2
ICI-89406	53671-71-9	verified	CHEBI:91488	1-[2-[[3-(2-cyanophenoxy)-2-hydroxypropyl]amino]ethyl]-3-phenylurea		HTLWRKRZKFAAAH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Idarubicin	58957-92-9	verified	CHEBI:42068	idarubicin		XDXDZDZNSLXDNA-TZNDIEGXSA-N	name and CAS resolved independently to the same structure	2	2
Idarubicin hydrochloride (4-Demethoxydaunorubicin hydrochloride)	57852-57-0	verified	CHEBI:31686	Idarubicin hydrochloride		JVHPTYWUBOQMBP-RVFAQHLVSA-N	name and CAS resolved independently to the same structure	1	2
Idazoxan hydrochloride	79944-56-2	unverified			in_pubchem_not_in_chebi	MYUBYOVCLMEAOH-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ifenprodil hemitartrate	23210-58-4	verified	CHEBI:31688	Ifenprodil tartrate		DMPRDSPPYMZQBT-CEAXSRTFSA-N	name and CAS resolved independently to the same structure	1	2
IKK 16	1186195-62-9	unverified			chebi_has_only_a_different_form	XFVDIVQCZWDBCW-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
IMD 0354	978-62-1	verified	CHEBI:93310	N-[3,5-bis(trifluoromethyl)phenyl]-5-chloro-2-hydroxybenzamide		CHILCFMQWMQVAL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Imetit dihydrobromide	32385-58-3	verified	CHEBI:64151	imetit dihydrobromide		DOBOYMKCRRLTRF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Imiloxan hydrochloride	81167-22-8	unverified			chebi_entry_exists_but_has_no_structure	ANDJPJNFVJXEKX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Immepip dihydrobromide	164391-47-3	unverified			in_pubchem_not_in_chebi	YGNJPNRDGXJQJX-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Immethridine dihydrobromide	699020-93-4	unverified			in_pubchem_not_in_chebi	CYNKWHIKNDIVDR-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Impentamine dihydrobromide	149629-70-9	unverified			in_pubchem_not_in_chebi	QSDXAAWBBPWGEL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
INCA-6	3519-82-2	verified	CHEBI:92582	INCA-6		GCHPUOHXXCNSQL-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	2	2
Indiplon	325715-02-4	verified	CHEBI:188583	Indiplon		CBIAWPMZSFFRGN-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Indirubin-3'-oxime	160807-49-8	unverified			chebi_has_only_a_different_form	FQCPPVRJPILDIK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Indomethacin	53-86-1	verified	CHEBI:49662	indometacin		CGIGDMFJXJATDK-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
INH1	1780260-01-6	unverified			in_pubchem_not_in_chebi	DYJVVODHGPIUPM-UHFFFAOYSA-N	the experimental team confirmed the CAS / catalogue product	1	2
Iodophenpropit dihydrobromide	145196-87-8	unverified			in_pubchem_not_in_chebi	BOSOGNBLIWPCMS-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
IPAG	193527-91-2	verified	CHEBI:231348	IPAG		UUKPIWYXWLJPJF-UHFFFAOYSA-N	name and CAS resolved independently to the same structure	1	2
Ipratropium bromide	22254-24-6	unverified			chebi_has_only_a_different_form	LHLMOSXCXGLMMN-CLTUNHJMSA-M	name and CAS resolved independently to the same structure	1	2
